,date,country,area,mtu,price(eur/mwh)
18,01.12.2022,Germany,BZN DE-LU,18:00 - 19:00,469.79
19,01.12.2022,Germany,BZN DE-LU,19:00 - 20:00,457.89
20,01.12.2022,Germany,BZN DE-LU,20:00 - 21:00,430.8
21,01.12.2022,Germany,BZN DE-LU,21:00 - 22:00,379.49
22,01.12.2022,Germany,BZN DE-LU,22:00 - 23:00,340.63
23,01.12.2022,Germany,BZN DE-LU,23:00 - 00:00,304.55
0,01.12.2022,Germany,BZN CZ-DE-SK,00:00 - 01:00,
1,01.12.2022,Germany,BZN CZ-DE-SK,01:00 - 02:00,
2,01.12.2022,Germany,BZN CZ-DE-SK,02:00 - 03:00,
3,01.12.2022,Germany,BZN CZ-DE-SK,03:00 - 04:00,
4,01.12.2022,Germany,BZN CZ-DE-SK,04:00 - 05:00,
5,01.12.2022,Germany,BZN CZ-DE-SK,05:00 - 06:00,
6,01.12.2022,Germany,BZN CZ-DE-SK,06:00 - 07:00,
7,01.12.2022,Germany,BZN CZ-DE-SK,07:00 - 08:00,
8,01.12.2022,Germany,BZN CZ-DE-SK,08:00 - 09:00,
9,01.12.2022,Germany,BZN CZ-DE-SK,09:00 - 10:00,
10,01.12.2022,Germany,BZN CZ-DE-SK,10:00 - 11:00,
11,01.12.2022,Germany,BZN CZ-DE-SK,11:00 - 12:00,
12,01.12.2022,Germany,BZN CZ-DE-SK,12:00 - 13:00,
13,01.12.2022,Germany,BZN CZ-DE-SK,13:00 - 14:00,
14,01.12.2022,Germany,BZN CZ-DE-SK,14:00 - 15:00,
15,01.12.2022,Germany,BZN CZ-DE-SK,15:00 - 16:00,
16,01.12.2022,Germany,BZN CZ-DE-SK,16:00 - 17:00,
17,01.12.2022,Germany,BZN CZ-DE-SK,17:00 - 18:00,
18,01.12.2022,Germany,BZN CZ-DE-SK,18:00 - 19:00,
19,01.12.2022,Germany,BZN CZ-DE-SK,19:00 - 20:00,
20,01.12.2022,Germany,BZN CZ-DE-SK,20:00 - 21:00,
21,01.12.2022,Germany,BZN CZ-DE-SK,21:00 - 22:00,
22,01.12.2022,Germany,BZN CZ-DE-SK,22:00 - 23:00,
23,01.12.2022,Germany,BZN CZ-DE-SK,23:00 - 00:00,
0,01.12.2022,Germany,BZN DE-AT-LU,00:00 - 01:00,
1,01.12.2022,Germany,BZN DE-AT-LU,01:00 - 02:00,
2,01.12.2022,Germany,BZN DE-AT-LU,02:00 - 03:00,
3,01.12.2022,Germany,BZN DE-AT-LU,03:00 - 04:00,
4,01.12.2022,Germany,BZN DE-AT-LU,04:00 - 05:00,
5,01.12.2022,Germany,BZN DE-AT-LU,05:00 - 06:00,
6,01.12.2022,Germany,BZN DE-AT-LU,06:00 - 07:00,
7,01.12.2022,Germany,BZN DE-AT-LU,07:00 - 08:00,
8,01.12.2022,Germany,BZN DE-AT-LU,08:00 - 09:00,
9,01.12.2022,Germany,BZN DE-AT-LU,09:00 - 10:00,
10,01.12.2022,Germany,BZN DE-AT-LU,10:00 - 11:00,
11,01.12.2022,Germany,BZN DE-AT-LU,11:00 - 12:00,
12,01.12.2022,Germany,BZN DE-AT-LU,12:00 - 13:00,
13,01.12.2022,Germany,BZN DE-AT-LU,13:00 - 14:00,
14,01.12.2022,Germany,BZN DE-AT-LU,14:00 - 15:00,
15,01.12.2022,Germany,BZN DE-AT-LU,15:00 - 16:00,
16,01.12.2022,Germany,BZN DE-AT-LU,16:00 - 17:00,
17,01.12.2022,Germany,BZN DE-AT-LU,17:00 - 18:00,
18,01.12.2022,Germany,BZN DE-AT-LU,18:00 - 19:00,
19,01.12.2022,Germany,BZN DE-AT-LU,19:00 - 20:00,
20,01.12.2022,Germany,BZN DE-AT-LU,20:00 - 21:00,
21,01.12.2022,Germany,BZN DE-AT-LU,21:00 - 22:00,
22,01.12.2022,Germany,BZN DE-AT-LU,22:00 - 23:00,
23,01.12.2022,Germany,BZN DE-AT-LU,23:00 - 00:00,
0,01.12.2022,Greece,BZN GR,00:00 - 01:00,172.33
1,01.12.2022,Greece,BZN GR,01:00 - 02:00,0.0
2,01.12.2022,Greece,BZN GR,02:00 - 03:00,0.0
3,01.12.2022,Greece,BZN GR,03:00 - 04:00,-0.01
4,01.12.2022,Greece,BZN GR,04:00 - 05:00,0.0
5,01.12.2022,Greece,BZN GR,05:00 - 06:00,275.02
6,01.12.2022,Greece,BZN GR,06:00 - 07:00,214.3
7,01.12.2022,Greece,BZN GR,07:00 - 08:00,367.66
8,01.12.2022,Greece,BZN GR,08:00 - 09:00,462.46
9,01.12.2022,Greece,BZN GR,09:00 - 10:00,458.37
10,01.12.2022,Greece,BZN GR,10:00 - 11:00,450.4
11,01.12.2022,Greece,BZN GR,11:00 - 12:00,431.19
12,01.12.2022,Greece,BZN GR,12:00 - 13:00,435.01
13,01.12.2022,Greece,BZN GR,13:00 - 14:00,399.99
14,01.12.2022,Greece,BZN GR,14:00 - 15:00,459.45
15,01.12.2022,Greece,BZN GR,15:00 - 16:00,461.78
16,01.12.2022,Greece,BZN GR,16:00 - 17:00,458.15
17,01.12.2022,Greece,BZN GR,17:00 - 18:00,484.07
18,01.12.2022,Greece,BZN GR,18:00 - 19:00,469.79
19,01.12.2022,Greece,BZN GR,19:00 - 20:00,500.0
20,01.12.2022,Greece,BZN GR,20:00 - 21:00,431.29
21,01.12.2022,Greece,BZN GR,21:00 - 22:00,379.49
22,01.12.2022,Greece,BZN GR,22:00 - 23:00,340.3
23,01.12.2022,Greece,BZN GR,23:00 - 00:00,276.72
0,01.12.2022,Hungary,BZN HU,00:00 - 01:00,298.72
1,01.12.2022,Hungary,BZN HU,01:00 - 02:00,299.91
2,01.12.2022,Hungary,BZN HU,02:00 - 03:00,299.28
3,01.12.2022,Hungary,BZN HU,03:00 - 04:00,288.91
4,01.12.2022,Hungary,BZN HU,04:00 - 05:00,282.91
5,01.12.2022,Hungary,BZN HU,05:00 - 06:00,283.46
6,01.12.2022,Hungary,BZN HU,06:00 - 07:00,358.76
7,01.12.2022,Hungary,BZN HU,07:00 - 08:00,453.02
8,01.12.2022,Hungary,BZN HU,08:00 - 09:00,462.53
9,01.12.2022,Hungary,BZN HU,09:00 - 10:00,458.48
10,01.12.2022,Hungary,BZN HU,10:00 - 11:00,450.6
11,01.12.2022,Hungary,BZN HU,11:00 - 12:00,445.23
12,01.12.2022,Hungary,BZN HU,12:00 - 13:00,435.45
13,01.12.2022,Hungary,BZN HU,13:00 - 14:00,446.84
14,01.12.2022,Hungary,BZN HU,14:00 - 15:00,464.07
15,01.12.2022,Hungary,BZN HU,15:00 - 16:00,461.9
16,01.12.2022,Hungary,BZN HU,16:00 - 17:00,458.17
17,01.12.2022,Hungary,BZN HU,17:00 - 18:00,484.07
18,01.12.2022,Hungary,BZN HU,18:00 - 19:00,469.79
19,01.12.2022,Hungary,BZN HU,19:00 - 20:00,457.89
20,01.12.2022,Hungary,BZN HU,20:00 - 21:00,430.21
21,01.12.2022,Hungary,BZN HU,21:00 - 22:00,381.86
22,01.12.2022,Hungary,BZN HU,22:00 - 23:00,340.32
23,01.12.2022,Hungary,BZN HU,23:00 - 00:00,307.99
0,01.12.2022,Ireland,BZN IE(SEM),00:00 - 01:00,289.0
1,01.12.2022,Ireland,BZN IE(SEM),01:00 - 02:00,280.09
2,01.12.2022,Ireland,BZN IE(SEM),02:00 - 03:00,278.0
3,01.12.2022,Ireland,BZN IE(SEM),03:00 - 04:00,266.0
4,01.12.2022,Ireland,BZN IE(SEM),04:00 - 05:00,264.93
5,01.12.2022,Ireland,BZN IE(SEM),05:00 - 06:00,275.0
6,01.12.2022,Ireland,BZN IE(SEM),06:00 - 07:00,290.0
7,01.12.2022,Ireland,BZN IE(SEM),07:00 - 08:00,333.41
8,01.12.2022,Ireland,BZN IE(SEM),08:00 - 09:00,350.0
9,01.12.2022,Ireland,BZN IE(SEM),09:00 - 10:00,360.03
10,01.12.2022,Ireland,BZN IE(SEM),10:00 - 11:00,368.0
11,01.12.2022,Ireland,BZN IE(SEM),11:00 - 12:00,360.03
12,01.12.2022,Ireland,BZN IE(SEM),12:00 - 13:00,355.0
13,01.12.2022,Ireland,BZN IE(SEM),13:00 - 14:00,353.4
14,01.12.2022,Ireland,BZN IE(SEM),14:00 - 15:00,340.95
15,01.12.2022,Ireland,BZN IE(SEM),15:00 - 16:00,349.0
16,01.12.2022,Ireland,BZN IE(SEM),16:00 - 17:00,356.15
17,01.12.2022,Ireland,BZN IE(SEM),17:00 - 18:00,374.5
18,01.12.2022,Ireland,BZN IE(SEM),18:00 - 19:00,390.0
19,01.12.2022,Ireland,BZN IE(SEM),19:00 - 20:00,360.03
20,01.12.2022,Ireland,BZN IE(SEM),20:00 - 21:00,342.05
21,01.12.2022,Ireland,BZN IE(SEM),21:00 - 22:00,331.68
22,01.12.2022,Ireland,BZN IE(SEM),22:00 - 23:00,324.0
23,01.12.2022,Ireland,BZN IE(SEM),23:00 - 00:00,302.82
0,01.12.2022,Italy,BZN IT-Brindisi,00:00 - 01:00,
1,01.12.2022,Italy,BZN IT-Brindisi,01:00 - 02:00,
2,01.12.2022,Italy,BZN IT-Brindisi,02:00 - 03:00,
3,01.12.2022,Italy,BZN IT-Brindisi,03:00 - 04:00,
4,01.12.2022,Italy,BZN IT-Brindisi,04:00 - 05:00,
5,01.12.2022,Italy,BZN IT-Brindisi,05:00 - 06:00,
6,01.12.2022,Italy,BZN IT-Brindisi,06:00 - 07:00,
7,01.12.2022,Italy,BZN IT-Brindisi,07:00 - 08:00,
8,01.12.2022,Italy,BZN IT-Brindisi,08:00 - 09:00,
9,01.12.2022,Italy,BZN IT-Brindisi,09:00 - 10:00,
10,01.12.2022,Italy,BZN IT-Brindisi,10:00 - 11:00,
11,01.12.2022,Italy,BZN IT-Brindisi,11:00 - 12:00,
12,01.12.2022,Italy,BZN IT-Brindisi,12:00 - 13:00,
13,01.12.2022,Italy,BZN IT-Brindisi,13:00 - 14:00,
14,01.12.2022,Italy,BZN IT-Brindisi,14:00 - 15:00,
15,01.12.2022,Italy,BZN IT-Brindisi,15:00 - 16:00,
16,01.12.2022,Italy,BZN IT-Brindisi,16:00 - 17:00,
17,01.12.2022,Italy,BZN IT-Brindisi,17:00 - 18:00,
18,01.12.2022,Italy,BZN IT-Brindisi,18:00 - 19:00,
19,01.12.2022,Italy,BZN IT-Brindisi,19:00 - 20:00,
20,01.12.2022,Italy,BZN IT-Brindisi,20:00 - 21:00,
21,01.12.2022,Italy,BZN IT-Brindisi,21:00 - 22:00,
22,01.12.2022,Italy,BZN IT-Brindisi,22:00 - 23:00,
23,01.12.2022,Italy,BZN IT-Brindisi,23:00 - 00:00,
0,01.12.2022,Italy,BZN IT-Calabria,00:00 - 01:00,292.01
1,01.12.2022,Italy,BZN IT-Calabria,01:00 - 02:00,270.0
2,01.12.2022,Italy,BZN IT-Calabria,02:00 - 03:00,260.0
3,01.12.2022,Italy,BZN IT-Calabria,03:00 - 04:00,265.14
4,01.12.2022,Italy,BZN IT-Calabria,04:00 - 05:00,265.14
5,01.12.2022,Italy,BZN IT-Calabria,05:00 - 06:00,275.02
6,01.12.2022,Italy,BZN IT-Calabria,06:00 - 07:00,319.99
7,01.12.2022,Italy,BZN IT-Calabria,07:00 - 08:00,367.66
8,01.12.2022,Italy,BZN IT-Calabria,08:00 - 09:00,404.0
9,01.12.2022,Italy,BZN IT-Calabria,09:00 - 10:00,373.27
10,01.12.2022,Italy,BZN IT-Calabria,10:00 - 11:00,367.66
11,01.12.2022,Italy,BZN IT-Calabria,11:00 - 12:00,367.66
12,01.12.2022,Italy,BZN IT-Calabria,12:00 - 13:00,367.66
13,01.12.2022,Italy,BZN IT-Calabria,13:00 - 14:00,367.66
14,01.12.2022,Italy,BZN IT-Calabria,14:00 - 15:00,373.27
15,01.12.2022,Italy,BZN IT-Calabria,15:00 - 16:00,450.0
16,01.12.2022,Italy,BZN IT-Calabria,16:00 - 17:00,458.03
17,01.12.2022,Italy,BZN IT-Calabria,17:00 - 18:00,484.07
18,01.12.2022,Italy,BZN IT-Calabria,18:00 - 19:00,469.79
19,01.12.2022,Italy,BZN IT-Calabria,19:00 - 20:00,457.89
20,01.12.2022,Italy,BZN IT-Calabria,20:00 - 21:00,427.77
21,01.12.2022,Italy,BZN IT-Calabria,21:00 - 22:00,379.49
22,01.12.2022,Italy,BZN IT-Calabria,22:00 - 23:00,340.3
23,01.12.2022,Italy,BZN IT-Calabria,23:00 - 00:00,321.0
0,01.12.2022,Italy,BZN IT-Centre-North,00:00 - 01:00,292.01
1,01.12.2022,Italy,BZN IT-Centre-North,01:00 - 02:00,290.79
2,01.12.2022,Italy,BZN IT-Centre-North,02:00 - 03:00,283.65
3,01.12.2022,Italy,BZN IT-Centre-North,03:00 - 04:00,273.3
4,01.12.2022,Italy,BZN IT-Centre-North,04:00 - 05:00,270.74
5,01.12.2022,Italy,BZN IT-Centre-North,05:00 - 06:00,283.44
6,01.12.2022,Italy,BZN IT-Centre-North,06:00 - 07:00,341.33
7,01.12.2022,Italy,BZN IT-Centre-North,07:00 - 08:00,440.5
8,01.12.2022,Italy,BZN IT-Centre-North,08:00 - 09:00,459.89
9,01.12.2022,Italy,BZN IT-Centre-North,09:00 - 10:00,457.65
10,01.12.2022,Italy,BZN IT-Centre-North,10:00 - 11:00,441.57
11,01.12.2022,Italy,BZN IT-Centre-North,11:00 - 12:00,437.93
12,01.12.2022,Italy,BZN IT-Centre-North,12:00 - 13:00,427.31
13,01.12.2022,Italy,BZN IT-Centre-North,13:00 - 14:00,437.37
14,01.12.2022,Italy,BZN IT-Centre-North,14:00 - 15:00,451.52
15,01.12.2022,Italy,BZN IT-Centre-North,15:00 - 16:00,460.61
16,01.12.2022,Italy,BZN IT-Centre-North,16:00 - 17:00,458.03
17,01.12.2022,Italy,BZN IT-Centre-North,17:00 - 18:00,484.07
18,01.12.2022,Italy,BZN IT-Centre-North,18:00 - 19:00,469.79
19,01.12.2022,Italy,BZN IT-Centre-North,19:00 - 20:00,457.89
20,01.12.2022,Italy,BZN IT-Centre-North,20:00 - 21:00,427.77
21,01.12.2022,Italy,BZN IT-Centre-North,21:00 - 22:00,379.49
22,01.12.2022,Italy,BZN IT-Centre-North,22:00 - 23:00,340.3
23,01.12.2022,Italy,BZN IT-Centre-North,23:00 - 00:00,321.0
0,01.12.2022,Italy,BZN IT-Centre-South,00:00 - 01:00,292.01
1,01.12.2022,Italy,BZN IT-Centre-South,01:00 - 02:00,270.0
2,01.12.2022,Italy,BZN IT-Centre-South,02:00 - 03:00,260.0
3,01.12.2022,Italy,BZN IT-Centre-South,03:00 - 04:00,265.14
4,01.12.2022,Italy,BZN IT-Centre-South,04:00 - 05:00,265.14
5,01.12.2022,Italy,BZN IT-Centre-South,05:00 - 06:00,275.02
6,01.12.2022,Italy,BZN IT-Centre-South,06:00 - 07:00,319.99
7,01.12.2022,Italy,BZN IT-Centre-South,07:00 - 08:00,367.66
8,01.12.2022,Italy,BZN IT-Centre-South,08:00 - 09:00,404.0
9,01.12.2022,Italy,BZN IT-Centre-South,09:00 - 10:00,399.99
10,01.12.2022,Italy,BZN IT-Centre-South,10:00 - 11:00,367.66
11,01.12.2022,Italy,BZN IT-Centre-South,11:00 - 12:00,367.66
12,01.12.2022,Italy,BZN IT-Centre-South,12:00 - 13:00,393.56
13,01.12.2022,Italy,BZN IT-Centre-South,13:00 - 14:00,399.99
14,01.12.2022,Italy,BZN IT-Centre-South,14:00 - 15:00,451.52
15,01.12.2022,Italy,BZN IT-Centre-South,15:00 - 16:00,460.61
16,01.12.2022,Italy,BZN IT-Centre-South,16:00 - 17:00,458.03
17,01.12.2022,Italy,BZN IT-Centre-South,17:00 - 18:00,484.07
18,01.12.2022,Italy,BZN IT-Centre-South,18:00 - 19:00,469.79
19,01.12.2022,Italy,BZN IT-Centre-South,19:00 - 20:00,457.89
20,01.12.2022,Italy,BZN IT-Centre-South,20:00 - 21:00,427.77
21,01.12.2022,Italy,BZN IT-Centre-South,21:00 - 22:00,379.49
22,01.12.2022,Italy,BZN IT-Centre-South,22:00 - 23:00,340.3
23,01.12.2022,Italy,BZN IT-Centre-South,23:00 - 00:00,321.0
0,01.12.2022,Italy,BZN IT-Foggia,00:00 - 01:00,
1,01.12.2022,Italy,BZN IT-Foggia,01:00 - 02:00,
2,01.12.2022,Italy,BZN IT-Foggia,02:00 - 03:00,
3,01.12.2022,Italy,BZN IT-Foggia,03:00 - 04:00,
4,01.12.2022,Italy,BZN IT-Foggia,04:00 - 05:00,
5,01.12.2022,Italy,BZN IT-Foggia,05:00 - 06:00,
6,01.12.2022,Italy,BZN IT-Foggia,06:00 - 07:00,
7,01.12.2022,Italy,BZN IT-Foggia,07:00 - 08:00,
8,01.12.2022,Italy,BZN IT-Foggia,08:00 - 09:00,
9,01.12.2022,Italy,BZN IT-Foggia,09:00 - 10:00,
10,01.12.2022,Italy,BZN IT-Foggia,10:00 - 11:00,
11,01.12.2022,Italy,BZN IT-Foggia,11:00 - 12:00,
12,01.12.2022,Italy,BZN IT-Foggia,12:00 - 13:00,
13,01.12.2022,Italy,BZN IT-Foggia,13:00 - 14:00,
14,01.12.2022,Italy,BZN IT-Foggia,14:00 - 15:00,
15,01.12.2022,Italy,BZN IT-Foggia,15:00 - 16:00,
16,01.12.2022,Italy,BZN IT-Foggia,16:00 - 17:00,
17,01.12.2022,Italy,BZN IT-Foggia,17:00 - 18:00,
18,01.12.2022,Italy,BZN IT-Foggia,18:00 - 19:00,
19,01.12.2022,Italy,BZN IT-Foggia,19:00 - 20:00,
20,01.12.2022,Italy,BZN IT-Foggia,20:00 - 21:00,
21,01.12.2022,Italy,BZN IT-Foggia,21:00 - 22:00,
22,01.12.2022,Italy,BZN IT-Foggia,22:00 - 23:00,
23,01.12.2022,Italy,BZN IT-Foggia,23:00 - 00:00,
0,01.12.2022,Italy,BZN IT-GR,00:00 - 01:00,
1,01.12.2022,Italy,BZN IT-GR,01:00 - 02:00,
2,01.12.2022,Italy,BZN IT-GR,02:00 - 03:00,
3,01.12.2022,Italy,BZN IT-GR,03:00 - 04:00,
4,01.12.2022,Italy,BZN IT-GR,04:00 - 05:00,
5,01.12.2022,Italy,BZN IT-GR,05:00 - 06:00,
6,01.12.2022,Italy,BZN IT-GR,06:00 - 07:00,
7,01.12.2022,Italy,BZN IT-GR,07:00 - 08:00,
8,01.12.2022,Italy,BZN IT-GR,08:00 - 09:00,
9,01.12.2022,Italy,BZN IT-GR,09:00 - 10:00,
10,01.12.2022,Italy,BZN IT-GR,10:00 - 11:00,
11,01.12.2022,Italy,BZN IT-GR,11:00 - 12:00,
12,01.12.2022,Italy,BZN IT-GR,12:00 - 13:00,
13,01.12.2022,Italy,BZN IT-GR,13:00 - 14:00,
14,01.12.2022,Italy,BZN IT-GR,14:00 - 15:00,
15,01.12.2022,Italy,BZN IT-GR,15:00 - 16:00,
16,01.12.2022,Italy,BZN IT-GR,16:00 - 17:00,
17,01.12.2022,Italy,BZN IT-GR,17:00 - 18:00,
18,01.12.2022,Italy,BZN IT-GR,18:00 - 19:00,
19,01.12.2022,Italy,BZN IT-GR,19:00 - 20:00,
20,01.12.2022,Italy,BZN IT-GR,20:00 - 21:00,
21,01.12.2022,Italy,BZN IT-GR,21:00 - 22:00,
22,01.12.2022,Italy,BZN IT-GR,22:00 - 23:00,
23,01.12.2022,Italy,BZN IT-GR,23:00 - 00:00,
0,01.12.2022,Italy,BZN IT-North,00:00 - 01:00,292.01
1,01.12.2022,Italy,BZN IT-North,01:00 - 02:00,290.79
2,01.12.2022,Italy,BZN IT-North,02:00 - 03:00,283.65
3,01.12.2022,Italy,BZN IT-North,03:00 - 04:00,273.3
4,01.12.2022,Italy,BZN IT-North,04:00 - 05:00,270.74
5,01.12.2022,Italy,BZN IT-North,05:00 - 06:00,283.44
6,01.12.2022,Italy,BZN IT-North,06:00 - 07:00,341.33
7,01.12.2022,Italy,BZN IT-North,07:00 - 08:00,440.5
8,01.12.2022,Italy,BZN IT-North,08:00 - 09:00,459.89
9,01.12.2022,Italy,BZN IT-North,09:00 - 10:00,457.65
10,01.12.2022,Italy,BZN IT-North,10:00 - 11:00,441.57
11,01.12.2022,Italy,BZN IT-North,11:00 - 12:00,437.93
12,01.12.2022,Italy,BZN IT-North,12:00 - 13:00,427.31
13,01.12.2022,Italy,BZN IT-North,13:00 - 14:00,437.37
14,01.12.2022,Italy,BZN IT-North,14:00 - 15:00,451.52
15,01.12.2022,Italy,BZN IT-North,15:00 - 16:00,460.61
16,01.12.2022,Italy,BZN IT-North,16:00 - 17:00,458.03
17,01.12.2022,Italy,BZN IT-North,17:00 - 18:00,484.07
18,01.12.2022,Italy,BZN IT-North,18:00 - 19:00,469.79
19,01.12.2022,Italy,BZN IT-North,19:00 - 20:00,457.89
20,01.12.2022,Italy,BZN IT-North,20:00 - 21:00,427.77
21,01.12.2022,Italy,BZN IT-North,21:00 - 22:00,379.49
22,01.12.2022,Italy,BZN IT-North,22:00 - 23:00,340.3
23,01.12.2022,Italy,BZN IT-North,23:00 - 00:00,321.0
0,01.12.2022,Italy,BZN IT-North-AT,00:00 - 01:00,
1,01.12.2022,Italy,BZN IT-North-AT,01:00 - 02:00,
2,01.12.2022,Italy,BZN IT-North-AT,02:00 - 03:00,
3,01.12.2022,Italy,BZN IT-North-AT,03:00 - 04:00,
4,01.12.2022,Italy,BZN IT-North-AT,04:00 - 05:00,
5,01.12.2022,Italy,BZN IT-North-AT,05:00 - 06:00,
6,01.12.2022,Italy,BZN IT-North-AT,06:00 - 07:00,
7,01.12.2022,Italy,BZN IT-North-AT,07:00 - 08:00,
8,01.12.2022,Italy,BZN IT-North-AT,08:00 - 09:00,
9,01.12.2022,Italy,BZN IT-North-AT,09:00 - 10:00,
10,01.12.2022,Italy,BZN IT-North-AT,10:00 - 11:00,
11,01.12.2022,Italy,BZN IT-North-AT,11:00 - 12:00,
12,01.12.2022,Italy,BZN IT-North-AT,12:00 - 13:00,
13,01.12.2022,Italy,BZN IT-North-AT,13:00 - 14:00,
14,01.12.2022,Italy,BZN IT-North-AT,14:00 - 15:00,
15,01.12.2022,Italy,BZN IT-North-AT,15:00 - 16:00,
16,01.12.2022,Italy,BZN IT-North-AT,16:00 - 17:00,
17,01.12.2022,Italy,BZN IT-North-AT,17:00 - 18:00,
18,01.12.2022,Italy,BZN IT-North-AT,18:00 - 19:00,
19,01.12.2022,Italy,BZN IT-North-AT,19:00 - 20:00,
20,01.12.2022,Italy,BZN IT-North-AT,20:00 - 21:00,
21,01.12.2022,Italy,BZN IT-North-AT,21:00 - 22:00,
22,01.12.2022,Italy,BZN IT-North-AT,22:00 - 23:00,
23,01.12.2022,Italy,BZN IT-North-AT,23:00 - 00:00,
0,01.12.2022,Italy,BZN IT-North-CH,00:00 - 01:00,
1,01.12.2022,Italy,BZN IT-North-CH,01:00 - 02:00,
2,01.12.2022,Italy,BZN IT-North-CH,02:00 - 03:00,
3,01.12.2022,Italy,BZN IT-North-CH,03:00 - 04:00,
4,01.12.2022,Italy,BZN IT-North-CH,04:00 - 05:00,
5,01.12.2022,Italy,BZN IT-North-CH,05:00 - 06:00,
6,01.12.2022,Italy,BZN IT-North-CH,06:00 - 07:00,
7,01.12.2022,Italy,BZN IT-North-CH,07:00 - 08:00,
8,01.12.2022,Italy,BZN IT-North-CH,08:00 - 09:00,
9,01.12.2022,Italy,BZN IT-North-CH,09:00 - 10:00,
10,01.12.2022,Italy,BZN IT-North-CH,10:00 - 11:00,
11,01.12.2022,Italy,BZN IT-North-CH,11:00 - 12:00,
12,01.12.2022,Italy,BZN IT-North-CH,12:00 - 13:00,
13,01.12.2022,Italy,BZN IT-North-CH,13:00 - 14:00,
14,01.12.2022,Italy,BZN IT-North-CH,14:00 - 15:00,
15,01.12.2022,Italy,BZN IT-North-CH,15:00 - 16:00,
16,01.12.2022,Italy,BZN IT-North-CH,16:00 - 17:00,
17,01.12.2022,Italy,BZN IT-North-CH,17:00 - 18:00,
18,01.12.2022,Italy,BZN IT-North-CH,18:00 - 19:00,
19,01.12.2022,Italy,BZN IT-North-CH,19:00 - 20:00,
20,01.12.2022,Italy,BZN IT-North-CH,20:00 - 21:00,
21,01.12.2022,Italy,BZN IT-North-CH,21:00 - 22:00,
22,01.12.2022,Italy,BZN IT-North-CH,22:00 - 23:00,
23,01.12.2022,Italy,BZN IT-North-CH,23:00 - 00:00,
0,01.12.2022,Italy,BZN IT-North-FR,00:00 - 01:00,
1,01.12.2022,Italy,BZN IT-North-FR,01:00 - 02:00,
2,01.12.2022,Italy,BZN IT-North-FR,02:00 - 03:00,
3,01.12.2022,Italy,BZN IT-North-FR,03:00 - 04:00,
4,01.12.2022,Italy,BZN IT-North-FR,04:00 - 05:00,
5,01.12.2022,Italy,BZN IT-North-FR,05:00 - 06:00,
6,01.12.2022,Italy,BZN IT-North-FR,06:00 - 07:00,
7,01.12.2022,Italy,BZN IT-North-FR,07:00 - 08:00,
8,01.12.2022,Italy,BZN IT-North-FR,08:00 - 09:00,
9,01.12.2022,Italy,BZN IT-North-FR,09:00 - 10:00,
10,01.12.2022,Italy,BZN IT-North-FR,10:00 - 11:00,
11,01.12.2022,Italy,BZN IT-North-FR,11:00 - 12:00,
12,01.12.2022,Italy,BZN IT-North-FR,12:00 - 13:00,
13,01.12.2022,Italy,BZN IT-North-FR,13:00 - 14:00,
14,01.12.2022,Italy,BZN IT-North-FR,14:00 - 15:00,
15,01.12.2022,Italy,BZN IT-North-FR,15:00 - 16:00,
16,01.12.2022,Italy,BZN IT-North-FR,16:00 - 17:00,
17,01.12.2022,Italy,BZN IT-North-FR,17:00 - 18:00,
18,01.12.2022,Italy,BZN IT-North-FR,18:00 - 19:00,
19,01.12.2022,Italy,BZN IT-North-FR,19:00 - 20:00,
20,01.12.2022,Italy,BZN IT-North-FR,20:00 - 21:00,
21,01.12.2022,Italy,BZN IT-North-FR,21:00 - 22:00,
22,01.12.2022,Italy,BZN IT-North-FR,22:00 - 23:00,
23,01.12.2022,Italy,BZN IT-North-FR,23:00 - 00:00,
0,01.12.2022,Italy,BZN IT-North-SI,00:00 - 01:00,
1,01.12.2022,Italy,BZN IT-North-SI,01:00 - 02:00,
2,01.12.2022,Italy,BZN IT-North-SI,02:00 - 03:00,
3,01.12.2022,Italy,BZN IT-North-SI,03:00 - 04:00,
4,01.12.2022,Italy,BZN IT-North-SI,04:00 - 05:00,
5,01.12.2022,Italy,BZN IT-North-SI,05:00 - 06:00,
6,01.12.2022,Italy,BZN IT-North-SI,06:00 - 07:00,
7,01.12.2022,Italy,BZN IT-North-SI,07:00 - 08:00,
8,01.12.2022,Italy,BZN IT-North-SI,08:00 - 09:00,
9,01.12.2022,Italy,BZN IT-North-SI,09:00 - 10:00,
10,01.12.2022,Italy,BZN IT-North-SI,10:00 - 11:00,
11,01.12.2022,Italy,BZN IT-North-SI,11:00 - 12:00,
12,01.12.2022,Italy,BZN IT-North-SI,12:00 - 13:00,
13,01.12.2022,Italy,BZN IT-North-SI,13:00 - 14:00,
14,01.12.2022,Italy,BZN IT-North-SI,14:00 - 15:00,
15,01.12.2022,Italy,BZN IT-North-SI,15:00 - 16:00,
16,01.12.2022,Italy,BZN IT-North-SI,16:00 - 17:00,
17,01.12.2022,Italy,BZN IT-North-SI,17:00 - 18:00,
18,01.12.2022,Italy,BZN IT-North-SI,18:00 - 19:00,
19,01.12.2022,Italy,BZN IT-North-SI,19:00 - 20:00,
20,01.12.2022,Italy,BZN IT-North-SI,20:00 - 21:00,
21,01.12.2022,Italy,BZN IT-North-SI,21:00 - 22:00,
22,01.12.2022,Italy,BZN IT-North-SI,22:00 - 23:00,
23,01.12.2022,Italy,BZN IT-North-SI,23:00 - 00:00,
